기록일자,라인,설비코드,설비명,계획가동시간,실가동시간,비가동시간,비가동사유,라인효율,생산수량,상태,근무조,비고
2026-02-13,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,88.9,1280,가동,전일,
2026-02-14,DUBAI,EQ-D01,두바이-오븐,0.0,0.0,0.0,원료대기,0.0,0,비가동,,카다이프 재고소진
2026-02-14,DUBAI,EQ-D02,두바이-중탕기,0.0,0.0,0.0,원료대기,0.0,0,비가동,,카다이프 재고소진
2026-02-14,DUBAI,EQ-D03,두바이-코팅기,0.0,0.0,0.0,원료대기,0.0,0,비가동,,카다이프 재고소진
2026-02-14,DUBAI,EQ-D04,두바이-포장기,0.0,0.0,0.0,원료대기,0.0,0,비가동,,카다이프 재고소진
2026-02-14,ITALY,EQ-I01,이태리-오븐,16.0,15.4,0.6,자재 교체,87.9,1260,가동,전일,
2026-02-14,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,91.3,1260,가동,전일,
2026-02-14,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,90.8,1260,가동,전일,
2026-02-14,ITALY,EQ-I04,이태리-포장기,16.0,15.1,0.9,정기점검,89.3,1260,가동,전일,
2026-02-17,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,92.6,1200,가동,전일,
2026-02-17,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,89.8,1200,가동,전일,
2026-02-17,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,94.4,1200,가동,전일,
2026-02-17,DUBAI,EQ-D04,두바이-포장기,16.0,15.5,0.5,정기점검,85.4,1200,가동,전일,
2026-02-17,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,88.8,1360,가동,전일,
2026-02-17,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,95.1,1360,가동,전일,
2026-02-17,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,88.6,1360,가동,전일,
2026-02-17,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,95.8,1360,가동,전일,
2026-02-18,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,95.9,1200,가동,전일,
2026-02-18,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,93.6,1200,가동,전일,
2026-02-18,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,93.2,1200,가동,전일,
2026-02-18,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.5,1200,가동,전일,
2026-02-18,ITALY,EQ-I01,이태리-오븐,16.0,15.5,0.5,세팅변경,88.4,1320,가동,전일,
2026-02-18,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,95.4,1320,가동,전일,
2026-02-18,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,93.3,1320,가동,전일,
2026-02-18,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,88.8,1320,가동,전일,
2026-02-19,DUBAI,EQ-D01,두바이-오븐,16.0,15.1,0.9,정기점검,87.2,1200,가동,전일,
2026-02-19,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,88.4,1200,가동,전일,
2026-02-19,DUBAI,EQ-D03,두바이-코팅기,16.0,15.6,0.4,자재 교체,90.7,1200,가동,전일,
2026-02-19,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,88.8,1200,가동,전일,
2026-02-19,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,93.1,1400,가동,전일,
2026-02-19,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,91.8,1400,가동,전일,
2026-02-19,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,94.3,1400,가동,전일,
2026-02-19,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,95.2,1400,가동,전일,
2026-02-20,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,93.1,1160,가동,전일,
2026-02-20,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,91.0,1160,가동,전일,
2026-02-20,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,89.5,1160,가동,전일,
2026-02-20,DUBAI,EQ-D04,두바이-포장기,16.0,15.4,0.6,품질조치,86.4,1160,가동,전일,
2026-02-20,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,88.5,1360,가동,전일,
2026-02-20,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,93.3,1360,가동,전일,
2026-02-20,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,90.8,1360,가동,전일,
2026-02-20,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,95.8,1360,가동,전일,
2026-02-21,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,92.4,1200,가동,전일,
2026-02-21,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,94.5,1200,가동,전일,
2026-02-21,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,92.3,1200,가동,전일,
2026-02-21,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.8,1200,가동,전일,
2026-02-21,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,91.8,1320,가동,전일,
2026-02-21,ITALY,EQ-I02,이태리-중탕기,16.0,15.1,0.9,자재 교체,83.3,1320,가동,전일,
2026-02-21,ITALY,EQ-I03,이태리-코팅기,16.0,14.9,1.1,정기점검,85.8,1320,점검,전일,
2026-02-21,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,95.9,1320,가동,전일,
2026-02-24,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,95.6,1280,가동,전일,
2026-02-24,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,95.6,1280,가동,전일,
2026-02-24,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,89.7,1280,가동,전일,
2026-02-24,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,88.3,1280,가동,전일,
2026-02-24,ITALY,EQ-I01,이태리-오븐,16.0,15.2,0.8,세팅변경,91.2,1380,가동,전일,
2026-02-24,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.7,1380,가동,전일,
2026-02-24,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,95.3,1380,가동,전일,
2026-02-24,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,88.5,1380,가동,전일,
2026-02-25,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.2,1240,가동,전일,
2026-02-25,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,90.2,1240,가동,전일,
2026-02-25,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,95.0,1240,가동,전일,
2026-02-25,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,93.0,1240,가동,전일,
2026-02-25,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,91.4,1380,가동,전일,
2026-02-25,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,89.2,1380,가동,전일,
2026-02-25,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,94.1,1380,가동,전일,
2026-02-25,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,95.4,1380,가동,전일,
2026-02-26,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,88.8,1240,가동,전일,
2026-02-26,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,92.3,1240,가동,전일,
2026-02-26,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,91.3,1240,가동,전일,
2026-02-26,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.9,1240,가동,전일,
2026-02-26,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,88.3,1360,가동,전일,
2026-02-26,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,89.2,1360,가동,전일,
2026-02-26,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,93.5,1360,가동,전일,
2026-02-26,ITALY,EQ-I04,이태리-포장기,16.0,15.1,0.9,품질조치,88.3,1360,가동,전일,
2026-02-27,DUBAI,EQ-D01,두바이-오븐,16.0,15.4,0.6,품질조치,91.6,1240,가동,전일,
2026-02-27,DUBAI,EQ-D02,두바이-중탕기,16.0,15.1,0.9,품질조치,85.4,1240,가동,전일,
2026-02-27,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,94.9,1240,가동,전일,
2026-02-27,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,95.8,1240,가동,전일,
2026-02-27,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.4,1380,가동,전일,
2026-02-27,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.2,1380,가동,전일,
2026-02-27,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,93.8,1380,가동,전일,
2026-02-27,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,88.7,1380,가동,전일,
2026-02-28,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,95.3,1260,가동,전일,
2026-02-28,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,91.9,1260,가동,전일,
2026-02-28,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,91.0,1260,가동,전일,
2026-02-28,DUBAI,EQ-D04,두바이-포장기,16.0,15.1,0.9,세팅변경,85.4,1260,가동,전일,
2026-02-28,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,89.1,1320,가동,전일,
2026-02-28,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,95.0,1320,가동,전일,
2026-02-28,ITALY,EQ-I03,이태리-코팅기,16.0,15.6,0.4,세팅변경,92.3,1320,가동,전일,
2026-02-28,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.7,1320,가동,전일,
2026-03-03,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.6,1520,가동,전일,
2026-03-03,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,92.6,1520,가동,전일,
2026-03-03,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,91.1,1520,가동,전일,
2026-03-03,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,86.2,1520,가동,전일,
2026-03-03,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.2,1280,가동,전일,
2026-03-03,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.1,1280,가동,전일,
2026-03-03,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,90.4,1280,가동,전일,
2026-03-03,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,94.3,1280,가동,전일,
2026-03-04,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.5,1460,가동,전일,
2026-03-04,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,89.1,1460,가동,전일,
2026-03-04,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,90.6,1460,가동,전일,
2026-03-04,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,92.9,1460,가동,전일,
2026-03-04,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.7,1300,가동,전일,
2026-03-04,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,90.9,1300,가동,전일,
2026-03-04,ITALY,EQ-I03,이태리-코팅기,16.0,15.2,0.8,자재 교체,83.7,1300,가동,전일,
2026-03-04,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,92.5,1300,가동,전일,
2026-03-05,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,86.1,1520,가동,전일,
2026-03-05,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,92.4,1520,가동,전일,
2026-03-05,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,93.7,1520,가동,전일,
2026-03-05,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,89.4,1520,가동,전일,
2026-03-05,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.4,1280,가동,전일,
2026-03-05,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,91.3,1280,가동,전일,
2026-03-05,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,93.8,1280,가동,전일,
2026-03-05,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,88.7,1280,가동,전일,
2026-03-06,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.3,1480,가동,전일,
2026-03-06,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,89.0,1480,가동,전일,
2026-03-06,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,90.9,1480,가동,전일,
2026-03-06,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,86.9,1480,가동,전일,
2026-03-06,ITALY,EQ-I01,이태리-오븐,16.0,15.0,1.0,자재 교체,84.6,1300,가동,전일,
2026-03-06,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,92.6,1300,가동,전일,
2026-03-06,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,92.6,1300,가동,전일,
2026-03-06,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.6,1300,가동,전일,
2026-03-07,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,86.5,1460,가동,전일,
2026-03-07,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,92.5,1460,가동,전일,
2026-03-07,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,88.6,1460,가동,전일,
2026-03-07,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,86.2,1460,가동,전일,
2026-03-07,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.1,1300,가동,전일,
2026-03-07,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,90.8,1300,가동,전일,
2026-03-07,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,92.1,1300,가동,전일,
2026-03-07,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,93.7,1300,가동,전일,
2026-03-10,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.7,1480,가동,전일,
2026-03-10,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,91.1,1480,가동,전일,
2026-03-10,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,93.5,1480,가동,전일,
2026-03-10,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,88.4,1480,가동,전일,
2026-03-10,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.6,1260,가동,전일,
2026-03-10,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,90.1,1260,가동,전일,
2026-03-10,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,93.2,1260,가동,전일,
2026-03-10,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.9,1260,가동,전일,
2026-03-11,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,93.6,1480,가동,전일,
2026-03-11,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,91.2,1480,가동,전일,
2026-03-11,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,87.8,1480,가동,전일,
2026-03-11,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,89.4,1480,가동,전일,
2026-03-11,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.6,1260,가동,전일,
2026-03-11,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,91.2,1260,가동,전일,
2026-03-11,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,88.4,1260,가동,전일,
2026-03-11,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,92.1,1260,가동,전일,
2026-03-12,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,89.8,1480,가동,전일,
2026-03-12,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,87.0,1480,가동,전일,
2026-03-12,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,90.2,1480,가동,전일,
2026-03-12,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,93.0,1480,가동,전일,
2026-03-12,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,94.9,1300,가동,전일,
2026-03-12,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.9,1300,가동,전일,
2026-03-12,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,94.9,1300,가동,전일,
2026-03-12,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,94.0,1300,가동,전일,
2026-03-13,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,86.6,1440,가동,전일,
2026-03-13,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,93.9,1440,가동,전일,
2026-03-13,DUBAI,EQ-D03,두바이-코팅기,16.0,15.2,0.8,정기점검,82.1,1440,가동,전일,
2026-03-13,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,87.7,1440,가동,전일,
2026-03-13,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.0,1320,가동,전일,
2026-03-13,ITALY,EQ-I02,이태리-중탕기,16.0,15.3,0.7,정기점검,89.4,1320,가동,전일,
2026-03-13,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,88.9,1320,가동,전일,
2026-03-13,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.0,1320,가동,전일,
2026-03-14,DUBAI,EQ-D01,두바이-오븐,16.0,15.1,0.9,정기점검,84.8,1480,가동,전일,
2026-03-14,DUBAI,EQ-D02,두바이-중탕기,16.0,15.3,0.7,자재 교체,85.1,1480,가동,전일,
2026-03-14,DUBAI,EQ-D03,두바이-코팅기,16.0,15.5,0.5,자재 교체,84.8,1480,가동,전일,
2026-03-14,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.0,1480,가동,전일,
2026-03-14,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.9,1280,가동,전일,
2026-03-14,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,88.9,1280,가동,전일,
2026-03-14,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,92.1,1280,가동,전일,
2026-03-14,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,93.8,1280,가동,전일,
2026-03-17,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,88.3,1460,가동,전일,
2026-03-17,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,90.8,1460,가동,전일,
2026-03-17,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,93.1,1460,가동,전일,
2026-03-17,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,88.7,1460,가동,전일,
2026-03-17,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.5,1280,가동,전일,
2026-03-17,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.6,1280,가동,전일,
2026-03-17,ITALY,EQ-I03,이태리-코팅기,16.0,14.6,1.4,정기점검,82.9,1280,점검,전일,
2026-03-17,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,93.1,1280,가동,전일,
2026-03-18,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,91.9,1500,가동,전일,
2026-03-18,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,87.4,1500,가동,전일,
2026-03-18,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,91.2,1500,가동,전일,
2026-03-18,DUBAI,EQ-D04,두바이-포장기,16.0,15.1,0.9,품질조치,87.0,1500,가동,전일,
2026-03-18,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.2,1320,가동,전일,
2026-03-18,ITALY,EQ-I02,이태리-중탕기,16.0,15.6,0.4,세팅변경,86.1,1320,가동,전일,
2026-03-18,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,91.1,1320,가동,전일,
2026-03-18,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,89.8,1320,가동,전일,
2026-03-19,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,87.6,1480,가동,전일,
2026-03-19,DUBAI,EQ-D02,두바이-중탕기,16.0,14.8,1.2,정기점검,79.6,1480,점검,전일,
2026-03-19,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,86.8,1480,가동,전일,
2026-03-19,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.0,1480,가동,전일,
2026-03-19,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.9,1280,가동,전일,
2026-03-19,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,91.6,1280,가동,전일,
2026-03-19,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,90.0,1280,가동,전일,
2026-03-19,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.5,1280,가동,전일,
2026-03-20,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,92.2,1460,가동,전일,
2026-03-20,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,93.8,1460,가동,전일,
2026-03-20,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,89.3,1460,가동,전일,
2026-03-20,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,90.4,1460,가동,전일,
2026-03-20,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,92.8,1300,가동,전일,
2026-03-20,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,89.6,1300,가동,전일,
2026-03-20,ITALY,EQ-I03,이태리-코팅기,16.0,15.6,0.4,세팅변경,91.5,1300,가동,전일,
2026-03-20,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,89.0,1300,가동,전일,
2026-03-21,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,90.1,1440,가동,전일,
2026-03-21,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,86.8,1440,가동,전일,
2026-03-21,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,87.8,1440,가동,전일,
2026-03-21,DUBAI,EQ-D04,두바이-포장기,16.0,14.5,1.5,정기점검,80.1,1440,점검,전일,
2026-03-21,ITALY,EQ-I01,이태리-오븐,16.0,15.0,1.0,정기점검,83.2,1260,가동,전일,
2026-03-21,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,88.3,1260,가동,전일,
2026-03-21,ITALY,EQ-I03,이태리-코팅기,16.0,12.4,3.6,고장수리,72.5,1260,가동,전일,코팅노즐 막힘-과부하
2026-03-21,ITALY,EQ-I04,이태리-포장기,16.0,15.2,0.8,정기점검,88.5,1260,가동,전일,
2026-03-24,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,92.1,1480,가동,전일,
2026-03-24,DUBAI,EQ-D02,두바이-중탕기,16.0,15.1,0.9,자재 교체,86.0,1480,가동,전일,
2026-03-24,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,93.2,1480,가동,전일,
2026-03-24,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,88.1,1480,가동,전일,
2026-03-24,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,90.6,1260,가동,전일,
2026-03-24,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,88.8,1260,가동,전일,
2026-03-24,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,91.2,1260,가동,전일,
2026-03-24,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,92.8,1260,가동,전일,
2026-03-25,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,89.4,1500,가동,전일,
2026-03-25,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,87.3,1500,가동,전일,
2026-03-25,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,91.8,1500,가동,전일,
2026-03-25,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,92.8,1500,가동,전일,
2026-03-25,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,94.4,1260,가동,전일,
2026-03-25,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,92.0,1260,가동,전일,
2026-03-25,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,92.3,1260,가동,전일,
2026-03-25,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,92.3,1260,가동,전일,
2026-03-26,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,93.0,1480,가동,전일,
2026-03-26,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,93.1,1480,가동,전일,
2026-03-26,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,89.9,1480,가동,전일,
2026-03-26,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,89.5,1480,가동,전일,
2026-03-26,ITALY,EQ-I01,이태리-오븐,16.0,15.2,0.8,세팅변경,88.3,1300,가동,전일,
2026-03-26,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,93.4,1300,가동,전일,
2026-03-26,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,92.0,1300,가동,전일,
2026-03-26,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,92.7,1300,가동,전일,
2026-03-27,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,90.2,1480,가동,전일,
2026-03-27,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,86.8,1480,가동,전일,
2026-03-27,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,88.0,1480,가동,전일,
2026-03-27,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,91.4,1480,가동,전일,
2026-03-27,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,93.9,1300,가동,전일,
2026-03-27,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,94.9,1300,가동,전일,
2026-03-27,ITALY,EQ-I03,이태리-코팅기,16.0,15.2,0.8,세팅변경,87.0,1300,가동,전일,
2026-03-27,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,91.5,1300,가동,전일,
2026-03-28,DUBAI,EQ-D01,두바이-오븐,16.0,16.0,0.0,,92.0,1500,가동,전일,
2026-03-28,DUBAI,EQ-D02,두바이-중탕기,16.0,16.0,0.0,,88.6,1500,가동,전일,
2026-03-28,DUBAI,EQ-D03,두바이-코팅기,16.0,16.0,0.0,,90.1,1500,가동,전일,
2026-03-28,DUBAI,EQ-D04,두바이-포장기,16.0,16.0,0.0,,89.0,1500,가동,전일,
2026-03-28,ITALY,EQ-I01,이태리-오븐,16.0,16.0,0.0,,88.6,1300,가동,전일,
2026-03-28,ITALY,EQ-I02,이태리-중탕기,16.0,16.0,0.0,,92.0,1300,가동,전일,
2026-03-28,ITALY,EQ-I03,이태리-코팅기,16.0,16.0,0.0,,91.5,1300,가동,전일,
2026-03-28,ITALY,EQ-I04,이태리-포장기,16.0,16.0,0.0,,94.9,1300,가동,전일,
