일자,구분,원재료코드,원재료명,거래처,LOT번호,수량,단위,단가,금액,수량_kg,창고,발주번호,비고,납기예정일
2026-01-21,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-01-21,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.4,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-21,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-21,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-21,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-21,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-21,OUT,MAT-012,포장재,,,2960,장,1500,4440000,2960.0,자재창고,,전체라인 투입,
2026-01-22,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260122-01,166,통,38000,6308000,166.0,냉장창고,PO-2601-017,,2026-01-22
2026-01-22,IN,MAT-010,무염버터,한성식품,L260122-02,10,박스,85500,855000,90.0,냉장창고,PO-2601-066,,2026-01-22
2026-01-22,IN,MAT-012,포장재,팩앤팩,L260122-03,14250,장,1500,21375000,14250.0,자재창고,PO-2601-076,,2026-01-22
2026-01-22,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,88.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-22,OUT,MAT-002,피스타치오페이스트,,,67,통,38000,2546000,66.6,냉장창고,,DUBAI라인 투입,
2026-01-22,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.3,냉장창고,,ITALY라인 투입,
2026-01-22,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.4,원료창고A,,ITALY라인 투입,
2026-01-22,OUT,MAT-005,마시멜로,,,68,봉,5500,374000,67.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-22,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.3,원료창고B,,ITALY라인 투입,
2026-01-22,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,14.8,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-22,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-22,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-22,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-22,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-22,OUT,MAT-012,포장재,,,2920,장,1500,4380000,2920.0,자재창고,,전체라인 투입,
2026-01-23,IN,MAT-001,카다이프,중동식품,L260123-01,42,팩,60000,2520000,210.0,원료창고A,PO-2601-008,,2026-01-23
2026-01-23,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260123-02,180,통,38000,6840000,180.0,냉장창고,PO-2601-018,,2026-01-23
2026-01-23,IN,MAT-005,마시멜로,한성식품,L260123-03,187,봉,5500,1028500,187.0,원료창고A,PO-2601-040,,2026-01-23
2026-01-23,IN,MAT-006,다크초콜릿,카카오트레이드,L260123-04,8,백,55000,440000,20.0,원료창고B,PO-2601-046,,2026-01-23
2026-01-23,IN,MAT-008,코코아파우더,티파우더,L260123-05,14,봉,16000,224000,14.0,원료창고A,PO-2601-056,,2026-01-23
2026-01-23,IN,MAT-011,탈지분유,한성식품,L260123-06,35,봉,8000,280000,35.0,원료창고A,PO-2601-071,,2026-01-23
2026-01-23,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,88.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-23,OUT,MAT-002,피스타치오페이스트,,,65,통,38000,2470000,64.4,냉장창고,,DUBAI라인 투입,
2026-01-23,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.1,냉장창고,,ITALY라인 투입,
2026-01-23,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.3,원료창고A,,ITALY라인 투입,
2026-01-23,OUT,MAT-005,마시멜로,,,68,봉,5500,374000,67.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-23,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.3,원료창고B,,ITALY라인 투입,
2026-01-23,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.3,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-23,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-23,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-23,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-23,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-23,OUT,MAT-012,포장재,,,2920,장,1500,4380000,2920.0,자재창고,,전체라인 투입,
2026-01-24,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,88.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-24,OUT,MAT-002,피스타치오페이스트,,,66,통,38000,2508000,65.9,냉장창고,,DUBAI라인 투입,
2026-01-24,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.5,냉장창고,,ITALY라인 투입,
2026-01-24,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.4,원료창고A,,ITALY라인 투입,
2026-01-24,OUT,MAT-005,마시멜로,,,70,봉,5500,385000,69.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-24,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.5,원료창고B,,ITALY라인 투입,
2026-01-24,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-24,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.6,원료창고A,,DUBAI라인 투입,
2026-01-24,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.9,원료창고A,,DUBAI라인 투입,
2026-01-24,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.9,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-24,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-24,OUT,MAT-012,포장재,,,2980,장,1500,4470000,2980.0,자재창고,,전체라인 투입,
2026-01-27,IN,MAT-001,카다이프,중동식품,L260127-01,43,팩,60000,2580000,215.0,원료창고A,PO-2601-009,,2026-01-27
2026-01-27,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260127-02,172,통,38000,6536000,172.0,냉장창고,PO-2601-020,,2026-01-27
2026-01-27,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260127-03,225,통,18000,4050000,225.0,냉장창고,PO-2601-027,,2026-01-27
2026-01-27,IN,MAT-010,무염버터,한성식품,L260127-04,8,박스,85500,684000,72.0,냉장창고,PO-2601-067,,2026-01-27
2026-01-27,IN,MAT-012,포장재,팩앤팩,L260127-05,14500,장,1500,21750000,14500.0,자재창고,PO-2601-077,,2026-01-27
2026-01-27,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,87.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-27,OUT,MAT-002,피스타치오페이스트,,,68,통,38000,2584000,67.5,냉장창고,,DUBAI라인 투입,
2026-01-27,OUT,MAT-003,헤이즐넛페이스트,,,47,통,18000,846000,46.1,냉장창고,,ITALY라인 투입,
2026-01-27,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.2,원료창고A,,ITALY라인 투입,
2026-01-27,OUT,MAT-005,마시멜로,,,68,봉,5500,374000,67.3,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-27,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.5,원료창고B,,ITALY라인 투입,
2026-01-27,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.5,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-27,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.9,원료창고A,,DUBAI라인 투입,
2026-01-27,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-27,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.7,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-27,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-27,OUT,MAT-012,포장재,,,2960,장,1500,4440000,2960.0,자재창고,,전체라인 투입,
2026-01-28,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260128-01,182,통,38000,6916000,182.0,냉장창고,PO-2601-019,,2026-01-28
2026-01-28,IN,MAT-006,다크초콜릿,카카오트레이드,L260128-02,7,백,55000,385000,17.5,원료창고B,PO-2601-047,,2026-01-28
2026-01-28,IN,MAT-009,말차파우더,티파우더,L260128-03,28,파우치,22500,630000,14.0,원료창고A,PO-2601-062,,2026-01-28
2026-01-28,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,86.7,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-28,OUT,MAT-002,피스타치오페이스트,,,69,통,38000,2622000,68.4,냉장창고,,DUBAI라인 투입,
2026-01-28,OUT,MAT-003,헤이즐넛페이스트,,,46,통,18000,828000,45.3,냉장창고,,ITALY라인 투입,
2026-01-28,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.2,원료창고A,,ITALY라인 투입,
2026-01-28,OUT,MAT-005,마시멜로,,,68,봉,5500,374000,68.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-28,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.3,원료창고B,,ITALY라인 투입,
2026-01-28,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,15.0,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-28,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-28,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.9,원료창고A,,DUBAI라인 투입,
2026-01-28,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.1,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-28,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-28,OUT,MAT-012,포장재,,,2960,장,1500,4440000,2960.0,자재창고,,전체라인 투입,
2026-01-29,IN,MAT-005,마시멜로,한성식품,L260129-01,183,봉,5500,1006500,183.0,원료창고A,PO-2601-041,,2026-01-29
2026-01-29,IN,MAT-011,탈지분유,한성식품,L260129-02,28,봉,8000,224000,28.0,원료창고A,PO-2601-072,,2026-01-29
2026-01-29,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,85.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-29,OUT,MAT-002,피스타치오페이스트,,,69,통,38000,2622000,68.3,냉장창고,,DUBAI라인 투입,
2026-01-29,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.4,냉장창고,,ITALY라인 투입,
2026-01-29,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.1,원료창고A,,ITALY라인 투입,
2026-01-29,OUT,MAT-005,마시멜로,,,66,봉,5500,363000,65.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-29,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.2,원료창고B,,ITALY라인 투입,
2026-01-29,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,14.8,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-29,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.7,원료창고A,,DUBAI라인 투입,
2026-01-29,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-29,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-29,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,6.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-29,OUT,MAT-012,포장재,,,2920,장,1500,4380000,2920.0,자재창고,,전체라인 투입,
2026-01-30,IN,MAT-001,카다이프,중동식품,L260130-01,46,팩,60000,2760000,230.0,원료창고A,PO-2601-010,,2026-01-30
2026-01-30,IN,MAT-004,헤이즐넛분태,유로넛츠,L260130-02,33,봉,15000,495000,33.0,원료창고A,PO-2601-032,,2026-01-30
2026-01-30,IN,MAT-005,마시멜로,한성식품,L260130-03,160,봉,5500,880000,160.0,원료창고A,PO-2601-042,,2026-01-30
2026-01-30,IN,MAT-007,화이트초콜릿,카카오트레이드,L260130-04,32,백,60000,1920000,80.0,원료창고B,PO-2601-052,,2026-01-30
2026-01-30,IN,MAT-008,코코아파우더,티파우더,L260130-05,15,봉,16000,240000,15.0,원료창고A,PO-2601-057,,2026-01-30
2026-01-30,OUT,MAT-001,카다이프,,,18,팩,60000,1080000,89.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-30,OUT,MAT-002,피스타치오페이스트,,,68,통,38000,2584000,67.8,냉장창고,,DUBAI라인 투입,
2026-01-30,OUT,MAT-003,헤이즐넛페이스트,,,47,통,18000,846000,46.4,냉장창고,,ITALY라인 투입,
2026-01-30,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.5,원료창고A,,ITALY라인 투입,
2026-01-30,OUT,MAT-005,마시멜로,,,68,봉,5500,374000,68.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-30,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-01-30,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-30,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-30,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.6,원료창고A,,DUBAI라인 투입,
2026-01-30,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.3,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-30,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-30,OUT,MAT-012,포장재,,,2960,장,1500,4440000,2960.0,자재창고,,전체라인 투입,
2026-01-31,OUT,MAT-001,카다이프,,,17,팩,60000,1020000,84.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-31,OUT,MAT-002,피스타치오페이스트,,,68,통,38000,2584000,67.4,냉장창고,,DUBAI라인 투입,
2026-01-31,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.2,냉장창고,,ITALY라인 투입,
2026-01-31,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.1,원료창고A,,ITALY라인 투입,
2026-01-31,OUT,MAT-005,마시멜로,,,66,봉,5500,363000,66.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-31,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.5,원료창고B,,ITALY라인 투입,
2026-01-31,OUT,MAT-007,화이트초콜릿,,,7,백,60000,420000,15.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-01-31,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.8,원료창고A,,DUBAI라인 투입,
2026-01-31,OUT,MAT-009,말차파우더,,,6,파우치,22500,135000,2.9,원료창고A,,DUBAI라인 투입,
2026-01-31,OUT,MAT-010,무염버터,,,2,박스,85500,171000,15.4,냉장창고,,DUBAI+ITALY라인 투입,
2026-01-31,OUT,MAT-011,탈지분유,,,7,봉,8000,56000,6.2,원료창고A,,DUBAI+ITALY라인 투입,
2026-01-31,OUT,MAT-012,포장재,,,2940,장,1500,4410000,2940.0,자재창고,,전체라인 투입,
2026-02-03,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260203-01,337,통,18000,6066000,337.0,냉장창고,PO-2602-001,,2026-02-03
2026-02-03,IN,MAT-012,포장재,팩앤팩,L260203-02,12000,장,1500,18000000,12000.0,자재창고,PO-2602-002,,2026-02-03
2026-02-03,OUT,MAT-001,카다이프,,,16,팩,60000,960000,78.8,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-03,OUT,MAT-002,피스타치오페이스트,,,57,통,52000,2964000,56.7,냉장창고,,DUBAI라인 투입,
2026-02-03,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.6,냉장창고,,ITALY라인 투입,
2026-02-03,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.2,원료창고A,,ITALY라인 투입,
2026-02-03,OUT,MAT-005,마시멜로,,,62,봉,5500,341000,61.9,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-03,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.3,원료창고B,,ITALY라인 투입,
2026-02-03,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.6,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-03,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.4,원료창고A,,DUBAI라인 투입,
2026-02-03,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.3,원료창고A,,DUBAI라인 투입,
2026-02-03,OUT,MAT-010,무염버터,,,2,박스,85500,171000,14.1,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-03,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-03,OUT,MAT-012,포장재,,,2680,장,1500,4020000,2680.0,자재창고,,전체라인 투입,
2026-02-04,IN,MAT-005,마시멜로,한성식품,L260204-01,314,봉,5500,1727000,314.0,원료창고A,PO-2602-003,,2026-02-04
2026-02-04,IN,MAT-010,무염버터,한성식품,L260204-02,8,박스,85500,684000,72.0,냉장창고,PO-2602-004,,2026-02-04
2026-02-04,IN,MAT-011,탈지분유,한성식품,L260204-03,35,봉,8000,280000,35.0,원료창고A,PO-2602-005,,2026-02-04
2026-02-04,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-04,OUT,MAT-002,피스타치오페이스트,,,54,통,52000,2808000,53.7,냉장창고,,DUBAI라인 투입,
2026-02-04,OUT,MAT-003,헤이즐넛페이스트,,,46,통,18000,828000,45.4,냉장창고,,ITALY라인 투입,
2026-02-04,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.3,원료창고A,,ITALY라인 투입,
2026-02-04,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-04,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-02-04,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-04,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.2,원료창고A,,DUBAI라인 투입,
2026-02-04,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.3,원료창고A,,DUBAI라인 투입,
2026-02-04,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-04,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-04,OUT,MAT-012,포장재,,,2620,장,1500,3930000,2620.0,자재창고,,전체라인 투입,
2026-02-05,IN,MAT-002,피스타치오페이스트,그린넛코리아,L260205-01,40,통,52000,2080000,40.0,냉장창고,PO-2602-006,납기 2일 지연,2026-02-03
2026-02-05,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-05,OUT,MAT-002,피스타치오페이스트,,,56,통,52000,2912000,55.2,냉장창고,,DUBAI라인 투입,
2026-02-05,OUT,MAT-003,헤이즐넛페이스트,,,44,통,18000,792000,43.8,냉장창고,,ITALY라인 투입,
2026-02-05,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.1,원료창고A,,ITALY라인 투입,
2026-02-05,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-05,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.3,원료창고B,,ITALY라인 투입,
2026-02-05,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.2,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-05,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.3,원료창고A,,DUBAI라인 투입,
2026-02-05,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.3,원료창고A,,DUBAI라인 투입,
2026-02-05,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-05,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-05,OUT,MAT-012,포장재,,,2620,장,1500,3930000,2620.0,자재창고,,전체라인 투입,
2026-02-06,IN,MAT-004,헤이즐넛분태,유로넛츠,L260206-01,47,봉,15000,705000,47.0,원료창고A,PO-2602-007,,2026-02-06
2026-02-06,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-06,OUT,MAT-002,피스타치오페이스트,,,56,통,52000,2912000,55.2,냉장창고,,DUBAI라인 투입,
2026-02-06,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.6,냉장창고,,ITALY라인 투입,
2026-02-06,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.2,원료창고A,,ITALY라인 투입,
2026-02-06,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,61.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-06,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-02-06,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.2,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-06,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.3,원료창고A,,DUBAI라인 투입,
2026-02-06,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.3,원료창고A,,DUBAI라인 투입,
2026-02-06,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.9,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-06,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-06,OUT,MAT-012,포장재,,,2640,장,1500,3960000,2640.0,자재창고,,전체라인 투입,
2026-02-07,IN,MAT-012,포장재,팩앤팩,L260207-01,18000,장,1500,27000000,18000.0,자재창고,PO-2602-008,,2026-02-07
2026-02-07,OUT,MAT-001,카다이프,,,16,팩,60000,960000,76.4,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-07,OUT,MAT-002,피스타치오페이스트,,,54,통,52000,2808000,53.7,냉장창고,,DUBAI라인 투입,
2026-02-07,OUT,MAT-003,헤이즐넛페이스트,,,45,통,18000,810000,44.6,냉장창고,,ITALY라인 투입,
2026-02-07,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.2,원료창고A,,ITALY라인 투입,
2026-02-07,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.1,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-07,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-02-07,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.0,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-07,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.3,원료창고A,,DUBAI라인 투입,
2026-02-07,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.2,원료창고A,,DUBAI라인 투입,
2026-02-07,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.6,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-07,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-07,OUT,MAT-012,포장재,,,2600,장,1500,3900000,2600.0,자재창고,,전체라인 투입,
2026-02-10,IN,MAT-001,카다이프,중동식품,L260210-01,10,팩,60000,600000,50.0,원료창고A,PO-2602-009,납기 3일 지연,2026-02-07
2026-02-10,IN,MAT-003,헤이즐넛페이스트,유로넛츠,L260210-02,256,통,18000,4608000,256.0,냉장창고,PO-2602-010,,2026-02-10
2026-02-10,OUT,MAT-001,카다이프,,,16,팩,60000,960000,77.0,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-10,OUT,MAT-002,피스타치오페이스트,,,54,통,52000,2808000,53.7,냉장창고,,DUBAI라인 투입,
2026-02-10,OUT,MAT-003,헤이즐넛페이스트,,,46,통,18000,828000,45.4,냉장창고,,ITALY라인 투입,
2026-02-10,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.3,원료창고A,,ITALY라인 투입,
2026-02-10,OUT,MAT-005,마시멜로,,,61,봉,5500,335500,60.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-10,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.4,원료창고B,,ITALY라인 투입,
2026-02-10,OUT,MAT-007,화이트초콜릿,,,6,백,60000,360000,13.1,원료창고B,,DUBAI+ITALY라인 투입,
2026-02-10,OUT,MAT-008,코코아파우더,,,3,봉,16000,48000,2.3,원료창고A,,DUBAI라인 투입,
2026-02-10,OUT,MAT-009,말차파우더,,,5,파우치,22500,112500,2.2,원료창고A,,DUBAI라인 투입,
2026-02-10,OUT,MAT-010,무염버터,,,2,박스,85500,171000,13.8,냉장창고,,DUBAI+ITALY라인 투입,
2026-02-10,OUT,MAT-011,탈지분유,,,6,봉,8000,48000,5.5,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-10,OUT,MAT-012,포장재,,,2620,장,1500,3930000,2620.0,자재창고,,전체라인 투입,
2026-02-11,IN,MAT-005,마시멜로,한성식품,L260211-01,338,봉,5500,1859000,338.0,원료창고A,PO-2602-011,,2026-02-11
2026-02-11,IN,MAT-010,무염버터,한성식품,L260211-02,7,박스,85500,598500,63.0,냉장창고,PO-2602-012,,2026-02-11
2026-02-11,IN,MAT-011,탈지분유,한성식품,L260211-03,28,봉,8000,224000,28.0,원료창고A,PO-2602-013,,2026-02-11
2026-02-11,OUT,MAT-001,카다이프,,,8,팩,60000,480000,37.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-11,OUT,MAT-003,헤이즐넛페이스트,,,49,통,18000,882000,48.4,냉장창고,,ITALY라인 투입,
2026-02-11,OUT,MAT-004,헤이즐넛분태,,,7,봉,15000,105000,6.7,원료창고A,,ITALY라인 투입,
2026-02-11,OUT,MAT-005,마시멜로,,,30,봉,5500,165000,29.6,원료창고A,,DUBAI+ITALY라인 투입,
2026-02-11,OUT,MAT-006,다크초콜릿,,,2,백,55000,110000,3.5,원료창고B,,ITALY라인 투입,
2026-02-11,OUT,MAT-007,화이트초콜릿,,,2,백,60000,120000,4.5,원료창고B,,DUBAI+ITALY라인 투입,
